COMUNE PROVENIENZA,STATO PROVENIENZA,PR PROVENIENZA,DATA
,AUSTRALIA,,2020-05-11
SAN DONÀ DI PIAVE,ITALIA,VE,2012-03-08
SAN DONÀ DI PIAVE,ITALIA,VE,2015-11-12
ERACLEA,ITALIA,VE,2016-05-25
SAN DONÀ DI PIAVE,ITALIA,VE,2019-06-26
SAN DONÀ DI PIAVE,ITALIA,VE,2005-04-29
SAN DONÀ DI PIAVE,ITALIA,VE,2001-08-20
ERACLEA,ITALIA,VE,2016-12-15
SAN DONÀ DI PIAVE,ITALIA,VE,2011-09-25
MUSILE DI PIAVE,ITALIA,VE,2002-08-02
SAN DONÀ DI PIAVE,ITALIA,VE,2009-04-13
SAN DONÀ DI PIAVE,ITALIA,VE,2006-01-30
ERACLEA,ITALIA,VE,2016-12-15
ERACLEA,ITALIA,VE,2002-12-16
SAN DONÀ DI PIAVE,ITALIA,VE,2012-09-29
SAN DONÀ DI PIAVE,ITALIA,VE,2018-01-26
LOREGGIA,ITALIA,PD,2014-08-05
,SUD SUDAN,,2020-09-24
NOVENTA DI PIAVE,ITALIA,VE,2014-09-18
ZENSON DI PIAVE,ITALIA,TV,2007-01-25
SAN DONÀ DI PIAVE,ITALIA,VE,2020-09-08
MOLA DI BARI,ITALIA,BA,2017-09-08
VENEZIA,ITALIA,VE,2000-04-05
SAN DONÀ DI PIAVE,ITALIA,VE,2002-02-06
SAN DONÀ DI PIAVE,ITALIA,VE,2003-11-11
TRIESTE,ITALIA,TS,2020-01-21
PONTE DI PIAVE,ITALIA,TV,2010-10-26
PARTINICO,ITALIA,PA,2020-11-10
SAN DONÀ DI PIAVE,ITALIA,VE,2001-10-29
TRIESTE,ITALIA,TS,2020-01-21
SAN DONÀ DI PIAVE,ITALIA,VE,2008-10-24
MUSILE DI PIAVE,ITALIA,VE,2017-11-08
BOLOGNA,ITALIA,BO,2005-04-22
MARENO DI PIAVE,ITALIA,TV,2011-12-02
SIRACUSA,ITALIA,SR,2010-06-22
SAN DONÀ DI PIAVE,ITALIA,VE,2019-11-26
SAN DONÀ DI PIAVE,ITALIA,VE,2010-07-27
MARSALA,ITALIA,TP,2015-09-15
VENEZIA,ITALIA,VE,2013-05-18
MUSILE DI PIAVE,ITALIA,VE,2006-12-20
VIGO DI CADORE,ITALIA,BL,2013-04-17
MUSILE DI PIAVE,ITALIA,VE,2003-11-14
VENEZIA,ITALIA,VE,2006-01-10
SAN DONÀ DI PIAVE,ITALIA,VE,2008-08-07
SAN DONÀ DI PIAVE,ITALIA,VE,2011-12-20
MUSILE DI PIAVE,ITALIA,VE,2003-11-14
SACILE,ITALIA,PN,2005-12-10
,ROMANIA,,2007-01-15
,ROMANIA,,2013-07-23
VIGEVANO,ITALIA,PV,2008-03-04
NOVENTA DI PIAVE,ITALIA,VE,2007-08-09
CUNEO,ITALIA,CN,2008-03-10
PALERMO,ITALIA,PA,2014-02-11
PALERMO,ITALIA,PA,2014-02-11
PALERMO,ITALIA,PA,2014-02-11
PALERMO,ITALIA,PA,2014-04-08
PADOVA,ITALIA,PD,2003-02-24
TORRE DI MOSTO,ITALIA,VE,2000-10-13
MUSILE DI PIAVE,ITALIA,VE,2002-08-05
CURTAROLO,ITALIA,PD,2003-08-18
SANTO STINO DI LIVENZA,ITALIA,VE,2011-11-22
CESSALTO,ITALIA,TV,2012-08-13
TORRE DI MOSTO,ITALIA,VE,2020-10-08
SAN DONÀ DI PIAVE,ITALIA,VE,2002-03-24
ODERZO,ITALIA,TV,2016-06-03
SAN DONÀ DI PIAVE,ITALIA,VE,2007-06-01
NOVENTA DI PIAVE,ITALIA,VE,2016-11-05
SALGAREDA,ITALIA,TV,2014-08-05
SALGAREDA,ITALIA,TV,2000-06-20
SAN DONÀ DI PIAVE,ITALIA,VE,2011-02-16
SAN DONÀ DI PIAVE,ITALIA,VE,2007-10-16
NOVENTA DI PIAVE,ITALIA,VE,2005-11-21
NOVENTA DI PIAVE,ITALIA,VE,2005-11-21
NOVENTA DI PIAVE,ITALIA,VE,2013-01-28
SAN DONÀ DI PIAVE,ITALIA,VE,2017-12-27
NOVENTA DI PIAVE,ITALIA,VE,2013-01-28
JESOLO,ITALIA,VE,2018-06-08
JESOLO,ITALIA,VE,2018-01-19
,BRASILE,,2018-04-09
TREVISO,ITALIA,TV,2019-05-14
TREVISO,ITALIA,TV,2020-06-16
ROMANS D'ISONZO,ITALIA,GO,2015-11-03
,COLOMBIA,,2017-01-05
MUSILE DI PIAVE,ITALIA,VE,2008-05-16
MIRA,ITALIA,VE,2015-11-23
CAORLE,ITALIA,VE,2019-03-26
MUSILE DI PIAVE,ITALIA,VE,2017-01-11
MEOLO,ITALIA,VE,2020-10-19
MEOLO,ITALIA,VE,2020-11-20
ERACLEA,ITALIA,VE,2019-04-30
ERACLEA,ITALIA,VE,2019-04-30
,CILE,,2020-02-26
,COLOMBIA,,2015-01-13
JESOLO,ITALIA,VE,2012-05-24
ERACLEA,ITALIA,VE,2001-05-08
FOSSALTA DI PIAVE,ITALIA,VE,2019-02-08
MUSILE DI PIAVE,ITALIA,VE,2013-07-03
SAN DONÀ DI PIAVE,ITALIA,VE,2012-11-11
MUSILE DI PIAVE,ITALIA,VE,2018-07-06
,ROMANIA,,2020-09-23
SAN DONÀ DI PIAVE,ITALIA,VE,2019-06-30
PONTE DI PIAVE,ITALIA,TV,2018-07-05
CONEGLIANO,ITALIA,TV,2006-01-04
CAORLE,ITALIA,VE,2009-10-15
VENEZIA,ITALIA,VE,2017-07-11
TRANI,ITALIA,BA,2002-09-10
TRANI,ITALIA,BA,2002-09-10
JESOLO,ITALIA,VE,2020-02-04
JESOLO,ITALIA,VE,2019-02-27
SAN DONÀ DI PIAVE,ITALIA,VE,2014-01-03
CAORLE,ITALIA,VE,2016-10-05
SAN DONÀ DI PIAVE,ITALIA,VE,2014-08-19
SAN DONÀ DI PIAVE,ITALIA,VE,2016-09-06
VENEZIA,ITALIA,VE,2013-02-21
RANDAZZO,ITALIA,CT,2019-08-28
MOTTA DI LIVENZA,ITALIA,TV,2007-06-09
VENEZIA,ITALIA,VE,2011-12-12
SAN DONÀ DI PIAVE,ITALIA,VE,2015-12-11
VENEZIA,ITALIA,VE,2018-07-25
SAN DONÀ DI PIAVE,ITALIA,VE,2003-07-31
REGGIO DI CALABRIA,ITALIA,RC,2019-06-12
REGGIO DI CALABRIA,ITALIA,RC,2019-06-12
REGGIO DI CALABRIA,ITALIA,RC,2005-05-28
REGGIO DI CALABRIA,ITALIA,RC,2019-06-12
REGGIO DI CALABRIA,ITALIA,RC,2019-06-12
,SVIZZERA,,2001-06-26
JESOLO,ITALIA,VE,2019-09-30
MENTANA,ITALIA,RM,2018-02-03
SAN DONÀ DI PIAVE,ITALIA,VE,2020-01-31
BASSANO DEL GRAPPA,ITALIA,VI,2014-12-18
JESI,ITALIA,AN,2014-04-01
MUSILE DI PIAVE,ITALIA,VE,2019-10-21
SAN DONÀ DI PIAVE,ITALIA,VE,2000-07-27
SAN DONÀ DI PIAVE,ITALIA,VE,2016-05-30
ROMANS D'ISONZO,ITALIA,GO,2016-02-22
SAN DONÀ DI PIAVE,ITALIA,VE,2002-01-14
SAN DONÀ DI PIAVE,ITALIA,VE,2013-03-03
SAN DONÀ DI PIAVE,ITALIA,VE,2017-12-09
NOVENTA DI PIAVE,ITALIA,VE,2020-08-11
NOVENTA DI PIAVE,ITALIA,VE,2004-02-02
SAN DONÀ DI PIAVE,ITALIA,VE,2020-08-04
PAPOZZE,ITALIA,RO,2011-12-03
SAN DONÀ DI PIAVE,ITALIA,VE,2014-11-23
MUSILE DI PIAVE,ITALIA,VE,2017-12-27
CASORIA,ITALIA,NA,2020-09-28
MUSILE DI PIAVE,ITALIA,VE,2011-05-24
NOVENTA DI PIAVE,ITALIA,VE,2000-10-05
MUSILE DI PIAVE,ITALIA,VE,2011-08-17
SAN DONÀ DI PIAVE,ITALIA,VE,2004-04-02
MUSILE DI PIAVE,ITALIA,VE,2003-10-22
SAN DONÀ DI PIAVE,ITALIA,VE,2000-12-03
MUSILE DI PIAVE,ITALIA,VE,2003-10-22
SAN DONÀ DI PIAVE,ITALIA,VE,2011-10-15
CHIARANO,ITALIA,TV,2011-08-05
SAN DONÀ DI PIAVE,ITALIA,VE,2004-08-18
SAN DONÀ DI PIAVE,ITALIA,VE,2009-02-28
SAN DONÀ DI PIAVE,ITALIA,VE,2000-09-23
NOVENTA DI PIAVE,ITALIA,VE,2005-10-21
CESSALTO,ITALIA,TV,2019-12-30
SAN DONÀ DI PIAVE,ITALIA,VE,2017-05-20
SAN DONÀ DI PIAVE,ITALIA,VE,2014-05-26
ERACLEA,ITALIA,VE,2008-09-12
SAN DONÀ DI PIAVE,ITALIA,VE,2014-11-04
CESSALTO,ITALIA,TV,2013-08-28
SAN DONÀ DI PIAVE,ITALIA,VE,2016-11-14
SAN DONÀ DI PIAVE,ITALIA,VE,2006-02-10
FOSSALTA DI PIAVE,ITALIA,VE,2012-02-25
ORMELLE,ITALIA,TV,2012-01-27
NOVENTA DI PIAVE,ITALIA,VE,2017-03-11
SAN DONÀ DI PIAVE,ITALIA,VE,2001-05-27
MUSILE DI PIAVE,ITALIA,VE,2012-12-01
VENEZIA,ITALIA,VE,2015-05-25
MUSILE DI PIAVE,ITALIA,VE,2017-01-31
SAN DONÀ DI PIAVE,ITALIA,VE,2010-04-25
MUSILE DI PIAVE,ITALIA,VE,2018-01-08
GAIARINE,ITALIA,TV,2000-10-27
,UCRAINA,,2008-01-22
MUSILE DI PIAVE,ITALIA,VE,2003-08-11
SAN DONÀ DI PIAVE,ITALIA,VE,2005-03-13
MUSILE DI PIAVE,ITALIA,VE,2002-01-31
MUSILE DI PIAVE,ITALIA,VE,2009-08-25
MUSILE DI PIAVE,ITALIA,VE,2003-05-28
SAN DONÀ DI PIAVE,ITALIA,VE,2004-08-18
NOVENTA DI PIAVE,ITALIA,VE,2011-07-02
SAN DONÀ DI PIAVE,ITALIA,VE,2009-11-09
ERACLEA,ITALIA,VE,2003-05-17
SAN DONÀ DI PIAVE,ITALIA,VE,2008-10-10
MUSILE DI PIAVE,ITALIA,VE,2019-08-21
JESOLO,ITALIA,VE,2012-11-12
NOVENTA DI PIAVE,ITALIA,VE,2003-02-25
,MOLDOVA,,2010-06-15
,MOLDOVA,,2010-07-13
,MOLDOVA,,2016-04-14
,MOLDOVA,,2014-11-13
,MOLDOVA,,2013-08-19
,ROMANIA,,2018-04-19
NOVENTA DI PIAVE,ITALIA,VE,2015-10-03
SAN DONÀ DI PIAVE,ITALIA,VE,2010-09-20
SAN DONÀ DI PIAVE,ITALIA,VE,2019-04-24
MUSILE DI PIAVE,ITALIA,VE,2005-04-28
NOVENTA DI PIAVE,ITALIA,VE,2020-05-11
MUSILE DI PIAVE,ITALIA,VE,2005-04-28
NOVENTA DI PIAVE,ITALIA,VE,2003-09-29
NOVENTA DI PIAVE,ITALIA,VE,2008-03-29
NOVENTA DI PIAVE,ITALIA,VE,2015-06-27
SAN DONÀ DI PIAVE,ITALIA,VE,2018-09-14
SAN DONÀ DI PIAVE,ITALIA,VE,2005-09-19
SAN DONÀ DI PIAVE,ITALIA,VE,2010-08-10
MUSILE DI PIAVE,ITALIA,VE,2010-02-16
NOVENTA DI PIAVE,ITALIA,VE,2012-05-09
JESOLO,ITALIA,VE,2020-07-20
SAN DONÀ DI PIAVE,ITALIA,VE,2009-05-17
ERACLEA,ITALIA,VE,2006-10-12
SAN DONÀ DI PIAVE,ITALIA,VE,2000-11-22
MUSILE DI PIAVE,ITALIA,VE,2017-11-08
ERACLEA,ITALIA,VE,2004-09-18
SAN LORENZO ISONTINO,ITALIA,GO,2012-01-21
GORIZIA,ITALIA,GO,2004-06-21
GAIARINE,ITALIA,TV,2007-10-16
NOVENTA DI PIAVE,ITALIA,VE,2014-04-28
NOVENTA DI PIAVE,ITALIA,VE,2020-09-08
ROMA,ITALIA,RM,2008-06-04
NOVENTA DI PIAVE,ITALIA,VE,2020-09-08
MOGLIANO VENETO,ITALIA,TV,2020-02-12
SAN DONÀ DI PIAVE,ITALIA,VE,2010-03-31
SAN DONÀ DI PIAVE,ITALIA,VE,2004-12-30
MOGLIANO VENETO,ITALIA,TV,2020-02-12
SAN DONÀ DI PIAVE,ITALIA,VE,2005-08-04
SAN DONÀ DI PIAVE,ITALIA,VE,2008-01-30
MOGLIANO VENETO,ITALIA,TV,2020-02-12
SAN DONÀ DI PIAVE,ITALIA,VE,2000-04-13
CAORLE,ITALIA,VE,2009-08-29
SAN DONÀ DI PIAVE,ITALIA,VE,2004-02-03
SAN DONÀ DI PIAVE,ITALIA,VE,2013-12-18
SALGAREDA,ITALIA,TV,2009-11-17
FOSSALTA DI PIAVE,ITALIA,VE,2009-01-08
SAN DONÀ DI PIAVE,ITALIA,VE,2011-08-18
SAN DONÀ DI PIAVE,ITALIA,VE,2005-12-20
NOVENTA DI PIAVE,ITALIA,VE,2018-05-30
SAN DONÀ DI PIAVE,ITALIA,VE,2009-04-24
SALGAREDA,ITALIA,TV,2011-03-01
NOVENTA DI PIAVE,ITALIA,VE,2005-09-14
SAN DONÀ DI PIAVE,ITALIA,VE,2006-05-28
NOVENTA DI PIAVE,ITALIA,VE,2018-11-07
SAN DONÀ DI PIAVE,ITALIA,VE,2009-09-19
MUSILE DI PIAVE,ITALIA,VE,2013-01-02
SAN DONÀ DI PIAVE,ITALIA,VE,2005-11-12
MUSILE DI PIAVE,ITALIA,VE,2013-03-15
SAN DONÀ DI PIAVE,ITALIA,VE,2007-07-18
SAN DONÀ DI PIAVE,ITALIA,VE,2010-03-19
FOSSALTA DI PIAVE,ITALIA,VE,2008-01-22
PAESE,ITALIA,TV,2019-04-23
ZENSON DI PIAVE,ITALIA,TV,2018-12-21
NOVENTA DI PIAVE,ITALIA,VE,2012-04-28
SAN DONÀ DI PIAVE,ITALIA,VE,2006-09-24
NOVENTA DI PIAVE,ITALIA,VE,2013-01-14
TORRE DI MOSTO,ITALIA,VE,2001-05-08
SAN DONÀ DI PIAVE,ITALIA,VE,2008-02-21
SAN DONÀ DI PIAVE,ITALIA,VE,2002-10-08
SAN DONÀ DI PIAVE,ITALIA,VE,2011-01-29
VENEZIA,ITALIA,VE,2004-08-13
SAN DONÀ DI PIAVE,ITALIA,VE,2015-02-20
JESOLO,ITALIA,VE,2018-05-26
SAN DONÀ DI PIAVE,ITALIA,VE,2002-11-07
MUSILE DI PIAVE,ITALIA,VE,2006-04-10
SAN DONÀ DI PIAVE,ITALIA,VE,2005-05-23
SAN DONÀ DI PIAVE,ITALIA,VE,2017-02-18
NOVENTA DI PIAVE,ITALIA,VE,2018-10-17
SAN DONÀ DI PIAVE,ITALIA,VE,2010-05-19
SAN DONÀ DI PIAVE,ITALIA,VE,2010-07-14
ROMA,ITALIA,RM,2015-07-16
TORRE DI MOSTO,ITALIA,VE,2017-12-04
MALBORGHETTO VALBRUNA,ITALIA,UD,2009-10-01
NOVENTA DI PIAVE,ITALIA,VE,2014-03-06
SAN DONÀ DI PIAVE,ITALIA,VE,2017-06-24
SPRESIANO,ITALIA,TV,2007-11-15
NOVENTA DI PIAVE,ITALIA,VE,2018-10-10
VENEZIA,ITALIA,VE,2011-11-22
SAN DONÀ DI PIAVE,ITALIA,VE,2012-11-21
JESOLO,ITALIA,VE,2004-11-13
SAN DONÀ DI PIAVE,ITALIA,VE,2017-11-21
SAN NICOLA LA STRADA,ITALIA,CE,2011-02-03
ERACLEA,ITALIA,VE,2000-11-23
QUARTO D'ALTINO,ITALIA,VE,2016-06-03
ERACLEA,ITALIA,VE,2001-05-11
SPRESIANO,ITALIA,TV,2007-11-15
SAN DONÀ DI PIAVE,ITALIA,VE,2014-10-22
SAN DONÀ DI PIAVE,ITALIA,VE,2001-10-04
SAN DONÀ DI PIAVE,ITALIA,VE,2005-05-26
SAN DONÀ DI PIAVE,ITALIA,VE,2013-01-07
PORTOGRUARO,ITALIA,VE,2018-11-10
SAN DONÀ DI PIAVE,ITALIA,VE,2004-07-15
ERACLEA,ITALIA,VE,2008-12-02
SAN STINO DI LIVENZA,ITALIA,VE,2019-06-07
ERACLEA,ITALIA,VE,2006-11-08
NOVENTA DI PIAVE,ITALIA,VE,2018-10-17
UDINE,ITALIA,UD,2007-08-27
CEGGIA,ITALIA,VE,2019-07-30
CAORLE,ITALIA,VE,2019-02-27
VERONA,ITALIA,VR,2001-06-25
SAN DONÀ DI PIAVE,ITALIA,VE,2018-02-05
,THAILANDIA,,2018-05-09
PRAVISDOMINI,ITALIA,PN,2017-11-04
SAN DONÀ DI PIAVE,ITALIA,VE,2012-08-23
NOVENTA DI PIAVE,ITALIA,VE,2018-10-17
UDINE,ITALIA,UD,2010-01-25
ERACLEA,ITALIA,VE,2012-10-05
SAN DONÀ DI PIAVE,ITALIA,VE,2016-10-21
BASSANO DEL GRAPPA,ITALIA,VI,2000-01-20
PRAMAGGIORE,ITALIA,VE,2017-01-14
PIOVE DI SACCO,ITALIA,PD,2018-06-06
SAN DONÀ DI PIAVE,ITALIA,VE,2008-05-12
SAN DONÀ DI PIAVE,ITALIA,VE,2009-10-10
SAN DONÀ DI PIAVE,ITALIA,VE,2014-01-14
CEGGIA,ITALIA,VE,2005-12-17
SAN DONÀ DI PIAVE,ITALIA,VE,2000-01-02
VENEZIA,ITALIA,VE,2018-01-25
SAN DONÀ DI PIAVE,ITALIA,VE,2003-10-08
CEGGIA,ITALIA,VE,2018-03-18
CEGGIA,ITALIA,VE,2006-01-10
NOVENTA DI PIAVE,ITALIA,VE,2016-08-19
SAN DONÀ DI PIAVE,ITALIA,VE,2001-08-06
ROMA,ITALIA,RM,2004-08-18
SAN DONÀ DI PIAVE,ITALIA,VE,2013-06-12
,ROMANIA,,2018-04-06
CAORLE,ITALIA,VE,2019-01-22
CAORLE,ITALIA,VE,2019-01-18
CAORLE,ITALIA,VE,2019-01-18
,MOLDOVA,,2017-06-21
,MOLDOVA,,2019-11-15
NOVENTA DI PIAVE,ITALIA,VE,2013-08-26
SAN STINO DI LIVENZA,ITALIA,VE,2020-05-07
CIVEZZANO,ITALIA,TN,2008-07-15
SAN DONÀ DI PIAVE,ITALIA,VE,2008-07-25
SAN DONÀ DI PIAVE,ITALIA,VE,2011-09-05
GENZANO DI LUCANIA,ITALIA,PZ,2020-02-12
PONTE DI PIAVE,ITALIA,TV,2011-01-27
SAN DONÀ DI PIAVE,ITALIA,VE,2015-12-10
SAN DONÀ DI PIAVE,ITALIA,VE,2010-04-12
GELA,ITALIA,CL,2006-02-10
,UCRAINA,,2008-08-29
MARCON,ITALIA,VE,2020-06-10
FOSSALTA DI PIAVE,ITALIA,VE,2019-12-14
MUSILE DI PIAVE,ITALIA,VE,2015-06-09
SAN DONÀ DI PIAVE,ITALIA,VE,2001-07-11
SAN DONÀ DI PIAVE,ITALIA,VE,2014-05-26
VENEZIA,ITALIA,VE,2019-12-09
SAN DONÀ DI PIAVE,ITALIA,VE,2016-08-11
SAN DONÀ DI PIAVE,ITALIA,VE,2016-12-16
,KOSOVO,,2016-03-30
,KOSOVO,,2010-03-30
SAN DONÀ DI PIAVE,ITALIA,VE,2019-10-06
TREVIGLIO,ITALIA,BG,2019-09-06
TREVIGLIO,ITALIA,BG,2019-09-06
TREVIGLIO,ITALIA,BG,2019-10-09
TREVIGLIO,ITALIA,BG,2019-10-09
SAN DONÀ DI PIAVE,ITALIA,VE,2018-08-14
SAN DONÀ DI PIAVE,ITALIA,VE,2006-03-14
SAN DONÀ DI PIAVE,ITALIA,VE,2006-03-14
,ALBANIA,,2004-06-19
SAN DONÀ DI PIAVE,ITALIA,VE,2006-03-14
MATINO,ITALIA,LE,2003-11-10
,ALBANIA,,2007-08-14
SAN DONÀ DI PIAVE,ITALIA,VE,2010-08-21
SAN DONÀ DI PIAVE,ITALIA,VE,2015-06-14
,ALBANIA,,2009-04-16
SAN DONÀ DI PIAVE,ITALIA,VE,2005-07-19
MUSILE DI PIAVE,ITALIA,VE,2015-05-20
TRICASE,ITALIA,LE,2016-07-04
,COLOMBIA,,2017-10-14
FIDENZA,ITALIA,PR,2019-01-05
SAN DONÀ DI PIAVE,ITALIA,VE,2019-08-16
TORRE DI MOSTO,ITALIA,VE,2010-12-11
SANTO STINO DI LIVENZA,ITALIA,VE,2004-08-19
MUSILE DI PIAVE,ITALIA,VE,2009-07-03
MUSILE DI PIAVE,ITALIA,VE,2009-07-03
CARMIANO,ITALIA,LE,2019-08-17
CARMIANO,ITALIA,LE,2019-08-17
JESOLO,ITALIA,VE,2015-07-23
NOVENTA DI PIAVE,ITALIA,VE,2014-06-07
RONCADE,ITALIA,TV,2020-10-08
CONEGLIANO,ITALIA,TV,2017-11-11
VILLADEATI,ITALIA,AL,2017-04-15
VENEZIA,ITALIA,VE,2017-04-15
QUARTO D'ALTINO,ITALIA,VE,2015-09-15
SAN DONÀ DI PIAVE,ITALIA,VE,2003-07-11
NOCERA INFERIORE,ITALIA,SA,2002-08-26
NOCERA INFERIORE,ITALIA,SA,2002-08-26
NOCERA INFERIORE,ITALIA,SA,2002-08-26
SAN DONÀ DI PIAVE,ITALIA,VE,2009-06-01
SAN DONÀ DI PIAVE,ITALIA,VE,2004-07-19
SAN DONÀ DI PIAVE,ITALIA,VE,2011-09-22
SAN DONÀ DI PIAVE,ITALIA,VE,2012-01-27
SAN DONÀ DI PIAVE,ITALIA,VE,2005-11-11
SAN DONÀ DI PIAVE,ITALIA,VE,2017-04-09
SAN DONÀ DI PIAVE,ITALIA,VE,2008-06-16
AVELLINO,ITALIA,AV,2008-09-26
SALGAREDA,ITALIA,TV,2002-01-30
SAN DONÀ DI PIAVE,ITALIA,VE,2012-09-19
NOVENTA DI PIAVE,ITALIA,VE,2016-06-07
NOVENTA DI PIAVE,ITALIA,VE,2019-10-16
SAN DONÀ DI PIAVE,ITALIA,VE,2002-02-03
SAN DONÀ DI PIAVE,ITALIA,VE,2008-01-12
FOSSALTA DI PIAVE,ITALIA,VE,2007-11-05
NOVENTA DI PIAVE,ITALIA,VE,2016-02-25
,SPAGNA,,2009-07-30
,BANGLADESH,,2008-02-27
MUSILE DI PIAVE,ITALIA,VE,2019-12-14
GIUGLIANO IN CAMPANIA,ITALIA,NA,2002-02-26
CAORLE,ITALIA,VE,2003-11-05
,ALBANIA,,2007-10-15
PONTE DI PIAVE,ITALIA,TV,2020-01-15
SANTA MARINELLA,ITALIA,RM,2013-01-08
ACERRA,ITALIA,NA,2003-06-19
ACI CASTELLO,ITALIA,CT,2015-04-03
TORRE DEL GRECO,ITALIA,NA,2014-12-04
SAN DONÀ DI PIAVE,ITALIA,VE,2019-08-26
QUARTO,ITALIA,NA,2020-08-04
ROMA,ITALIA,RM,2014-08-19
ERACLEA,ITALIA,VE,2018-06-01
FERLA,ITALIA,SR,2015-12-19
ACERRA,ITALIA,NA,2005-10-06
ARESE,ITALIA,MI,2019-09-03
SANTA MARINELLA,ITALIA,RM,2013-01-08
JESOLO,ITALIA,VE,2007-12-14
JESOLO,ITALIA,VE,2007-12-14
,ALBANIA,,2009-10-09
TORRE DI MOSTO,ITALIA,VE,2006-07-28
,ALBANIA,,2009-10-09
,ALBANIA,,2008-10-30
,ALBANIA,,2018-02-16
MIRA,ITALIA,VE,2019-02-20
,ROMANIA,,2007-02-10
,REGNO UNITO,,2018-01-25
ERACLEA,ITALIA,VE,2017-08-07
,ROMANIA,,2007-02-10
MUSILE DI PIAVE,ITALIA,VE,2018-01-25
SAN DONÀ DI PIAVE,ITALIA,VE,2018-11-06
ERACLEA,ITALIA,VE,2017-08-07
CASALE SUL SILE,ITALIA,TV,2018-09-22
SAN DONÀ DI PIAVE,ITALIA,VE,2009-10-04
,ROMANIA,,2008-04-01
MUSILE DI PIAVE,ITALIA,VE,2009-07-03
JESOLO,ITALIA,VE,2009-02-20
CEGGIA,ITALIA,VE,2015-10-30
CAORLE,ITALIA,VE,2020-08-14
PORTOGRUARO,ITALIA,VE,2001-05-17
TORRE DI MOSTO,ITALIA,VE,2018-07-09
MUSILE DI PIAVE,ITALIA,VE,2020-07-08
MUSILE DI PIAVE,ITALIA,VE,2020-07-08
PADOVA,ITALIA,PD,2012-08-30
MARTELLAGO,ITALIA,VE,2016-02-10
,MAROCCO,,2002-11-21
FOSSALTA DI PIAVE,ITALIA,VE,2000-05-29
NOVENTA DI PIAVE,ITALIA,VE,2010-04-16
FOSSALTA DI PIAVE,ITALIA,VE,2017-07-10
SAN DONÀ DI PIAVE,ITALIA,VE,2015-12-04
NOVENTA DI PIAVE,ITALIA,VE,2010-04-16
NOVENTA DI PIAVE,ITALIA,VE,2001-11-02
CAORLE,ITALIA,VE,2014-11-06
SAN DONÀ DI PIAVE,ITALIA,VE,2018-04-18
CARUGATE,ITALIA,MI,2020-10-30
SAN DONÀ DI PIAVE,ITALIA,VE,2003-02-25
SAN DONÀ DI PIAVE,ITALIA,VE,2000-05-16
ERACLEA,ITALIA,VE,2006-03-28
SAN DONÀ DI PIAVE,ITALIA,VE,2012-11-08
,ROMANIA,,2003-06-11
SAN DONÀ DI PIAVE,ITALIA,VE,2017-05-18
,ROMANIA,,2007-03-20
SAN DONÀ DI PIAVE,ITALIA,VE,2009-11-17
,ROMANIA,,2007-06-11
,ROMANIA,,2003-06-11
MONTEFORTE D'ALPONE,ITALIA,VR,2005-07-08
SAN DONÀ DI PIAVE,ITALIA,VE,2016-02-29
CEGGIA,ITALIA,VE,2015-05-25
UDINE,ITALIA,UD,2010-07-19
,ROMANIA,,2008-09-05
SAN DONÀ DI PIAVE,ITALIA,VE,2005-06-05
MONASTIER DI TREVISO,ITALIA,TV,2003-10-22
MONASTIER DI TREVISO,ITALIA,TV,2003-10-22
MONASTIER DI TREVISO,ITALIA,TV,2003-10-22
MONASTIER DI TREVISO,ITALIA,TV,2003-10-22
SAN GIOVANNI LUPATOTO,ITALIA,VR,2018-02-23
NOVENTA DI PIAVE,ITALIA,VE,2019-12-27
SAN GIOVANNI LUPATOTO,ITALIA,VR,2018-02-05
SAN GIOVANNI LUPATOTO,ITALIA,VR,2018-02-23
SAN GIOVANNI LUPATOTO,ITALIA,VR,2018-02-23
SAN GIOVANNI LUPATOTO,ITALIA,VR,2017-10-13
SAN DONÀ DI PIAVE,ITALIA,VE,2014-09-12
MOGLIANO VENETO,ITALIA,TV,2001-08-20
MUSILE DI PIAVE,ITALIA,VE,2008-07-26
MUSILE DI PIAVE,ITALIA,VE,2011-01-20
MUSILE DI PIAVE,ITALIA,VE,2012-06-16
SAN DONÀ DI PIAVE,ITALIA,VE,2019-05-07
MUSILE DI PIAVE,ITALIA,VE,2014-01-31
LESINA,ITALIA,FG,2013-05-22
SANTO STINO DI LIVENZA,ITALIA,VE,2000-06-27
SANTO STINO DI LIVENZA,ITALIA,VE,2000-06-27
PORCIA,ITALIA,PN,2004-12-10
NOVENTA DI PIAVE,ITALIA,VE,2007-01-27
AVERSA,ITALIA,CE,2005-10-19
ERACLEA,ITALIA,VE,2016-08-17
ERACLEA,ITALIA,VE,2016-08-17
QUALIANO,ITALIA,NA,2020-08-07
CIVIDALE DEL FRIULI,ITALIA,UD,2019-11-29
ERACLEA,ITALIA,VE,2018-06-18
TORRE DI MOSTO,ITALIA,VE,2014-03-11
TORRE DI MOSTO,ITALIA,VE,2014-03-11
TORRE DI MOSTO,ITALIA,VE,2014-03-11
TORRE DI MOSTO,ITALIA,VE,2014-03-11
,THAILANDIA,,2008-10-13
,SPAGNA,,2018-10-24
,AFGHANISTAN,,2019-02-06
,AFGHANISTAN,,2019-12-18
,UCRAINA,,2012-07-03
VENEZIA,ITALIA,VE,2017-08-22
PADOVA,ITALIA,PD,2001-10-02
RUBANO,ITALIA,PD,2017-07-04
